Date,Local Route,Light Rail,Peak Service,Rapid Route,School,Other
2023-01-18,11246.0,8489.0,278.0,14409.0,0.0,70.0
2023-01-19,11337.0,8671.0,262.0,14881.0,0.0,66.0
2023-01-20,11236.0,8943.0,200.0,14207.0,0.0,64.0
2023-01-21,3561.0,6983.0,0.0,7272.0,0.0,25.0
2023-01-22,2196.0,3969.0,0.0,5130.0,0.0,13.0
2023-01-23,10852.0,8339.0,258.0,14102.0,0.0,64.0
2023-01-24,11675.0,8849.0,276.0,15200.0,0.0,60.0
2023-01-25,11963.0,9123.0,261.0,15513.0,0.0,62.0
2023-01-26,2333.0,4119.0,0.0,5938.0,0.0,13.0
2023-01-27,10366.0,7877.0,154.0,13248.0,0.0,54.0
2023-01-28,3455.0,4915.0,0.0,7531.0,0.0,21.0
2023-01-29,2226.0,3553.0,0.0,5147.0,0.0,21.0
2023-01-30,10872.0,8496.0,226.0,14615.0,483.0,48.0
2023-01-31,15316.0,10196.0,297.0,17918.0,3664.0,54.0
2023-02-01,16147.0,10628.0,334.0,18877.0,5774.0,59.0
2023-02-02,15814.0,10464.0,324.0,18290.0,5995.0,82.0
2023-02-03,15774.0,10575.0,258.0,17906.0,5667.0,64.0
2023-02-04,3792.0,5316.0,0.0,7711.0,0.0,20.0
2023-02-05,2470.0,4481.0,0.0,6197.0,0.0,22.0
2023-02-06,16019.0,10179.0,307.0,18489.0,5868.0,160.0
2023-02-07,16880.0,11128.0,346.0,20140.0,6132.0,127.0
2023-02-08,16614.0,10940.0,336.0,19728.0,5921.0,144.0
2023-02-09,15166.0,9802.0,264.0,17773.0,5120.0,123.0
2023-02-10,16131.0,11455.0,255.0,18920.0,5366.0,118.0
2023-02-11,3940.0,6141.0,0.0,8266.0,0.0,12.0
2023-02-12,2507.0,4680.0,0.0,6310.0,0.0,22.0
2023-02-13,16429.0,10544.0,342.0,18785.0,5460.0,116.0
2023-02-14,16964.0,11844.0,363.0,20612.0,5803.0,80.0
2023-02-15,17335.0,11438.0,338.0,20661.0,5694.0,108.0
2023-02-16,17090.0,11327.0,292.0,20321.0,5753.0,117.0
2023-02-17,16365.0,13887.0,252.0,20392.0,5262.0,94.0
2023-02-18,4453.0,12927.0,0.0,11591.0,0.0,17.0
2023-02-19,2750.0,7532.0,0.0,8097.0,0.0,17.0
2023-02-20,16230.0,11061.0,334.0,19905.0,5439.0,72.0
2023-02-21,16095.0,10856.0,326.0,20261.0,4967.0,69.0
2023-02-22,17698.0,11639.0,381.0,21325.0,5154.0,100.0
2023-02-23,16954.0,11357.0,323.0,21285.0,5182.0,120.0
2023-02-24,16736.0,12125.0,271.0,20324.0,5107.0,94.0
2023-02-25,4194.0,8074.0,0.0,8817.0,0.0,36.0
2023-02-26,2481.0,5640.0,0.0,6881.0,0.0,21.0
2023-02-27,16775.0,10728.0,312.0,19631.0,5672.0,71.0
2023-02-28,15837.0,11516.0,351.0,20528.0,2345.0,84.0
2023-03-01,17387.0,11627.0,362.0,21753.0,5544.0,108.0
2023-03-02,17478.0,11640.0,333.0,20972.0,5190.0,159.0
2023-03-03,16583.0,11200.0,269.0,19885.0,5013.0,77.0
2023-03-04,4103.0,6483.0,0.0,9145.0,13.0,22.0
2023-03-05,2729.0,4356.0,0.0,6234.0,0.0,23.0
2023-03-06,16371.0,11064.0,366.0,19576.0,5550.0,101.0
2023-03-07,17674.0,11859.0,364.0,21560.0,5700.0,91.0
2023-03-08,17243.0,11910.0,389.0,21503.0,5175.0,94.0
2023-03-09,17194.0,11597.0,320.0,21456.0,5199.0,123.0
2023-03-10,16384.0,11381.0,238.0,20144.0,4708.0,72.0
2023-03-11,4137.0,6701.0,0.0,9370.0,9.0,19.0
2023-03-12,2607.0,5029.0,0.0,7004.0,0.0,14.0
2023-03-13,2663.0,4465.0,0.0,6395.0,0.0,8.0
2023-03-14,17223.0,11618.0,355.0,20989.0,5625.0,73.0
2023-03-15,17500.0,11811.0,383.0,21486.0,5634.0,119.0
2023-03-16,17731.0,11437.0,266.0,21334.0,5628.0,115.0
2023-03-17,16931.0,11798.0,294.0,19999.0,5299.0,105.0
2023-03-18,4108.0,6610.0,0.0,9131.0,0.0,14.0
2023-03-19,2435.0,4340.0,0.0,6227.0,0.0,15.0
2023-03-20,16522.0,10963.0,345.0,19721.0,5551.0,65.0
2023-03-21,17106.0,11542.0,373.0,20971.0,5703.0,72.0
2023-03-22,17377.0,11267.0,365.0,20932.0,5406.0,87.0
2023-03-23,15800.0,10808.0,345.0,19233.0,5413.0,100.0
2023-03-24,16465.0,11110.0,281.0,19704.0,5200.0,76.0
2023-03-25,3687.0,5699.0,0.0,7796.0,0.0,11.0
2023-03-26,2624.0,4212.0,0.0,6383.0,0.0,18.0
2023-03-27,15510.0,10639.0,346.0,18806.0,5409.0,71.0
2023-03-28,16337.0,10720.0,385.0,20215.0,5432.0,69.0
2023-03-29,15149.0,10538.0,346.0,18834.0,5110.0,86.0
2023-03-30,16112.0,11302.0,313.0,19714.0,4964.0,66.0
2023-03-31,15474.0,10997.0,264.0,19069.0,4840.0,61.0
2023-04-01,4092.0,5835.0,0.0,8656.0,0.0,28.0
2023-04-02,2523.0,4367.0,0.0,6804.0,0.0,15.0
2023-04-03,16101.0,10146.0,372.0,18204.0,4956.0,68.0
2023-04-04,16922.0,10937.0,340.0,19485.0,5398.0,79.0
2023-04-05,16759.0,10913.0,355.0,19340.0,4987.0,84.0
2023-04-06,15478.0,10385.0,258.0,18318.0,4393.0,78.0
2023-04-07,1146.0,2347.0,0.0,3058.0,0.0,11.0
2023-04-08,3311.0,5053.0,0.0,6769.0,0.0,19.0
2023-04-09,1975.0,3692.0,0.0,5264.0,0.0,11.0
2023-04-10,2417.0,3853.0,0.0,5766.0,0.0,21.0
2023-04-11,11880.0,9258.0,292.0,16829.0,0.0,49.0
2023-04-12,11439.0,8952.0,304.0,16302.0,0.0,49.0
2023-04-13,11910.0,9464.0,324.0,16443.0,0.0,57.0
2023-04-14,11464.0,9419.0,261.0,15882.0,0.0,60.0
2023-04-15,3868.0,5739.0,0.0,7922.0,0.0,24.0
2023-04-16,2234.0,3731.0,0.0,5454.0,0.0,18.0
2023-04-17,11622.0,9407.0,329.0,16589.0,0.0,61.0
2023-04-18,12530.0,10259.0,378.0,18402.0,0.0,71.0
2023-04-19,12722.0,10390.0,357.0,18357.0,0.0,84.0
2023-04-20,12443.0,10295.0,328.0,17890.0,0.0,80.0
2023-04-21,11993.0,9988.0,254.0,16913.0,0.0,72.0
2023-04-22,3796.0,6505.0,0.0,8581.0,0.0,14.0
2023-04-23,2498.0,6572.0,0.0,6513.0,0.0,14.0
2023-04-24,13698.0,9132.0,232.0,16254.0,1945.0,61.0
2023-04-25,2420.0,4047.0,0.0,5898.0,0.0,14.0
2023-04-26,17301.0,11169.0,358.0,20868.0,5566.0,94.0
2023-04-27,16872.0,11389.0,362.0,20509.0,5453.0,101.0
2023-04-28,16250.0,10883.0,287.0,19003.0,5330.0,110.0
2023-04-29,3499.0,5626.0,0.0,7487.0,0.0,31.0
2023-04-30,1843.0,3261.0,0.0,4842.0,0.0,11.0
2023-05-01,15828.0,10402.0,327.0,18694.0,5447.0,73.0
2023-05-02,16492.0,11321.0,419.0,20342.0,5357.0,78.0
2023-05-03,16117.0,10940.0,417.0,19717.0,5204.0,82.0
2023-05-04,16502.0,11026.0,351.0,19604.0,5281.0,91.0
2023-05-05,15523.0,10625.0,274.0,18453.0,4759.0,81.0
2023-05-06,3845.0,6139.0,0.0,8120.0,0.0,20.0
2023-05-07,2010.0,3260.0,0.0,4904.0,0.0,18.0
2023-05-08,15421.0,10329.0,364.0,18340.0,5228.0,49.0
2023-05-09,16463.0,11195.0,398.0,19820.0,5055.0,63.0
2023-05-10,16416.0,11133.0,397.0,19592.0,4878.0,78.0
2023-05-11,16353.0,10707.0,334.0,19483.0,4807.0,102.0
2023-05-12,15799.0,11026.0,256.0,18641.0,4859.0,83.0
2023-05-13,3988.0,6036.0,0.0,8328.0,0.0,24.0
2023-05-14,2212.0,4302.0,0.0,6208.0,0.0,18.0
2023-05-15,15462.0,10191.0,373.0,18451.0,5000.0,82.0
2023-05-16,16229.0,11175.0,421.0,19552.0,5001.0,54.0
2023-05-17,16175.0,11031.0,404.0,19560.0,4910.0,93.0
2023-05-18,16171.0,11091.0,335.0,19269.0,5070.0,118.0
2023-05-19,15563.0,10628.0,287.0,18360.0,4607.0,87.0
2023-05-20,3846.0,5946.0,0.0,7858.0,0.0,19.0
2023-05-21,2441.0,4214.0,0.0,6279.0,0.0,15.0
2023-05-22,15536.0,10275.0,386.0,18284.0,4902.0,61.0
2023-05-23,15907.0,10702.0,395.0,19183.0,4756.0,62.0
2023-05-24,15945.0,10982.0,373.0,19285.0,4931.0,61.0
2023-05-25,12032.0,10241.0,300.0,15122.0,4884.0,56.0
2023-05-26,15122.0,10315.0,255.0,17572.0,4608.0,70.0
2023-05-27,3704.0,5533.0,0.0,7544.0,0.0,12.0
2023-05-28,2215.0,4789.0,0.0,5996.0,0.0,16.0
2023-05-29,2369.0,3698.0,0.0,5494.0,0.0,17.0
2023-05-30,15801.0,10513.0,376.0,18686.0,4865.0,63.0
2023-05-31,15635.0,10279.0,405.0,18394.0,4684.0,69.0
2023-06-01,15850.0,10345.0,334.0,18390.0,4821.0,91.0
2023-06-02,15276.0,10321.0,282.0,17779.0,4674.0,78.0
2023-06-03,3689.0,5536.0,0.0,7573.0,4.0,21.0
2023-06-04,2317.0,4011.0,0.0,5786.0,0.0,13.0
2023-06-05,14933.0,9862.0,368.0,17463.0,5113.0,50.0
2023-06-06,15624.0,10409.0,376.0,18010.0,4978.0,69.0
2023-06-07,16016.0,10469.0,398.0,18380.0,4793.0,76.0
2023-06-08,14391.0,9346.0,296.0,16643.0,4691.0,73.0
2023-06-09,15029.0,10092.0,263.0,17269.0,4393.0,74.0
2023-06-10,3736.0,5793.0,0.0,7739.0,0.0,16.0
2023-06-11,2543.0,4608.0,0.0,6010.0,0.0,20.0
2023-06-12,2280.0,3635.0,0.0,5382.0,0.0,14.0
2023-06-13,14893.0,10108.0,390.0,17550.0,4643.0,66.0
2023-06-14,15556.0,10578.0,355.0,18604.0,4687.0,90.0
2023-06-15,15314.0,11367.0,367.0,18266.0,4364.0,76.0
2023-06-16,14424.0,10477.0,284.0,17591.0,4425.0,64.0
2023-06-17,3861.0,5745.0,0.0,7858.0,0.0,64.0
2023-06-18,2206.0,4128.0,0.0,5846.0,0.0,18.0
2023-06-19,13656.0,9160.0,348.0,16289.0,4443.0,71.0
2023-06-20,14437.0,10093.0,376.0,17790.0,4252.0,92.0
2023-06-21,14311.0,10246.0,359.0,17588.0,4011.0,87.0
2023-06-22,14273.0,9779.0,302.0,17029.0,4072.0,121.0
2023-06-23,13580.0,9657.0,290.0,15701.0,3794.0,70.0
2023-06-24,3687.0,5589.0,0.0,7355.0,0.0,29.0
2023-06-25,2380.0,4256.0,0.0,5770.0,0.0,24.0
2023-06-26,12935.0,9282.0,322.0,16301.0,2924.0,67.0
2023-06-27,13366.0,9859.0,357.0,17289.0,2837.0,71.0
2023-06-28,12261.0,9066.0,350.0,15805.0,2574.0,68.0
2023-06-29,13625.0,9479.0,298.0,16902.0,2557.0,65.0
2023-06-30,12504.0,9633.0,273.0,16163.0,2096.0,52.0
2023-07-01,3681.0,5526.0,0.0,8276.0,0.0,17.0
2023-07-02,2388.0,4198.0,0.0,6399.0,0.0,58.0
2023-07-03,10990.0,9004.0,323.0,15119.0,0.0,61.0
2023-07-04,10995.0,8859.0,343.0,15424.0,0.0,61.0
2023-07-05,11548.0,9408.0,358.0,15663.0,0.0,53.0
2023-07-06,11291.0,9204.0,302.0,15537.0,0.0,60.0
2023-07-07,10835.0,9020.0,205.0,14696.0,0.0,68.0
2023-07-08,3336.0,4532.0,0.0,6482.0,0.0,16.0
2023-07-09,2186.0,4229.0,0.0,5843.0,0.0,24.0
2023-07-10,10806.0,8737.0,302.0,15269.0,0.0,60.0
2023-07-11,11689.0,9680.0,309.0,16250.0,0.0,49.0
2023-07-12,11725.0,9846.0,348.0,16297.0,0.0,49.0
2023-07-13,11556.0,9933.0,312.0,16001.0,0.0,52.0
2023-07-14,11554.0,9883.0,225.0,15609.0,0.0,67.0
2023-07-15,3798.0,5925.0,0.0,8036.0,0.0,17.0
2023-07-16,2532.0,4481.0,0.0,6468.0,0.0,21.0
2023-07-17,14797.0,10018.0,383.0,17549.0,2033.0,87.0
2023-07-18,15884.0,10685.0,367.0,18317.0,4883.0,95.0
2023-07-19,15669.0,10790.0,380.0,18916.0,5000.0,98.0
2023-07-20,15696.0,10831.0,340.0,18860.0,4967.0,100.0
2023-07-21,15700.0,10657.0,200.0,18176.0,4714.0,151.0
2023-07-22,4049.0,6498.0,0.0,8846.0,0.0,25.0
2023-07-23,2687.0,4929.0,0.0,7061.0,0.0,21.0
2023-07-24,16262.0,11164.0,362.0,19238.0,4795.0,93.0
2023-07-25,16479.0,11744.0,311.0,20257.0,4854.0,87.0
2023-07-26,16680.0,11726.0,347.0,20438.0,4738.0,99.0
2023-07-27,16528.0,11498.0,309.0,19857.0,4836.0,116.0
2023-07-28,15294.0,10730.0,262.0,18223.0,4694.0,77.0
2023-07-29,3889.0,6929.0,0.0,8827.0,0.0,12.0
2023-07-30,2694.0,5370.0,0.0,6621.0,0.0,18.0
2023-07-31,15938.0,10820.0,386.0,19660.0,4862.0,84.0
2023-08-01,16569.0,11912.0,375.0,21015.0,4888.0,82.0
2023-08-02,16567.0,11589.0,367.0,20965.0,4713.0,102.0
2023-08-03,16472.0,11773.0,320.0,20434.0,4769.0,113.0
2023-08-04,16092.0,11230.0,255.0,19419.0,4695.0,78.0
2023-08-05,4155.0,6994.0,0.0,8851.0,0.0,22.0
2023-08-06,2544.0,5047.0,0.0,6831.0,0.0,25.0
2023-08-07,15879.0,10904.0,330.0,19511.0,4755.0,71.0
2023-08-08,16636.0,11895.0,405.0,21512.0,3997.0,94.0
2023-08-09,16458.0,12116.0,393.0,20886.0,4575.0,149.0
2023-08-10,16090.0,11395.0,347.0,20162.0,4652.0,95.0
2023-08-11,15810.0,11057.0,262.0,19274.0,4372.0,84.0
2023-08-12,4025.0,6142.0,0.0,8473.0,0.0,25.0
2023-08-13,2448.0,4337.0,0.0,5949.0,0.0,23.0
2023-08-14,15304.0,10222.0,378.0,19000.0,4492.0,81.0
2023-08-15,16373.0,11618.0,369.0,21095.0,4738.0,89.0
2023-08-16,16791.0,11800.0,387.0,20936.0,4684.0,113.0
2023-08-17,15096.0,11170.0,343.0,19353.0,1922.0,106.0
2023-08-18,15409.0,10825.0,260.0,18974.0,4402.0,92.0
2023-08-19,4021.0,6110.0,0.0,8416.0,0.0,21.0
2023-08-20,2738.0,4605.0,0.0,6663.0,0.0,54.0
2023-08-21,15616.0,10487.0,364.0,19386.0,4704.0,162.0
2023-08-22,16136.0,11369.0,356.0,20456.0,4731.0,72.0
2023-08-23,16494.0,11475.0,418.0,20848.0,4581.0,87.0
2023-08-24,16419.0,11475.0,344.0,20303.0,4587.0,105.0
2023-08-25,15613.0,11094.0,296.0,19360.0,4445.0,74.0
2023-08-26,4105.0,7011.0,0.0,8653.0,0.0,13.0
2023-08-27,2718.0,4322.0,0.0,6499.0,0.0,51.0
2023-08-28,15475.0,10479.0,371.0,18701.0,4730.0,70.0
2023-08-29,16332.0,11502.0,395.0,20819.0,4718.0,90.0
2023-08-30,16457.0,11148.0,385.0,20283.0,4678.0,91.0
2023-08-31,16478.0,11316.0,294.0,20284.0,4801.0,86.0
2023-09-01,15896.0,11184.0,276.0,19307.0,4443.0,67.0
2023-09-02,3959.0,6385.0,0.0,9125.0,0.0,13.0
2023-09-03,2449.0,4609.0,0.0,6658.0,0.0,26.0
2023-09-04,15376.0,10187.0,332.0,18262.0,4847.0,60.0
2023-09-05,15995.0,10805.0,387.0,20085.0,4808.0,61.0
2023-09-06,16283.0,10969.0,407.0,20143.0,4696.0,81.0
2023-09-07,15871.0,10476.0,310.0,19018.0,4607.0,69.0
2023-09-08,14429.0,10162.0,240.0,17486.0,4327.0,63.0
2023-09-09,3776.0,6678.0,0.0,8247.0,0.0,20.0
2023-09-10,2654.0,4737.0,0.0,6379.0,0.0,68.0
2023-09-11,15265.0,10162.0,346.0,18713.0,4823.0,74.0
2023-09-12,16225.0,10752.0,370.0,20100.0,4952.0,91.0
2023-09-13,16428.0,11052.0,358.0,19750.0,4760.0,75.0
2023-09-14,16073.0,10802.0,317.0,19564.0,4777.0,106.0
2023-09-15,15499.0,10671.0,267.0,18421.0,4519.0,61.0
2023-09-16,4245.0,7021.0,0.0,9361.0,0.0,23.0
2023-09-17,2709.0,5108.0,0.0,7813.0,0.0,23.0
2023-09-18,15571.0,10509.0,381.0,18959.0,4805.0,57.0
2023-09-19,16511.0,11677.0,357.0,20607.0,4863.0,75.0
2023-09-20,16498.0,11686.0,368.0,20735.0,4701.0,69.0
2023-09-21,16326.0,11740.0,314.0,20496.0,4733.0,81.0
2023-09-22,15586.0,11462.0,268.0,19346.0,3798.0,51.0
2023-09-23,4117.0,7197.0,0.0,9681.0,0.0,29.0
2023-09-24,2693.0,5301.0,0.0,7276.0,0.0,31.0
2023-09-25,12217.0,10407.0,314.0,17834.0,0.0,36.0
2023-09-26,12828.0,11047.0,324.0,18995.0,0.0,61.0
2023-09-27,13072.0,11190.0,322.0,19284.0,0.0,50.0
2023-09-28,12856.0,11739.0,275.0,19070.0,0.0,56.0
2023-09-29,11992.0,11516.0,235.0,17648.0,0.0,69.0
2023-09-30,4072.0,7268.0,0.0,9330.0,0.0,92.0
2023-10-01,2705.0,5627.0,0.0,7399.0,0.0,21.0
2023-10-02,2511.0,4697.0,0.0,6450.0,0.0,20.0
2023-10-03,12225.0,10204.0,307.0,17980.0,0.0,63.0
2023-10-04,11306.0,9133.0,332.0,16024.0,0.0,64.0
2023-10-05,12733.0,10257.0,312.0,17789.0,0.0,54.0
2023-10-06,12318.0,10541.0,260.0,17366.0,0.0,61.0
2023-10-07,4077.0,6830.0,0.0,8725.0,0.0,14.0
2023-10-08,2741.0,4863.0,0.0,6946.0,0.0,13.0
2023-10-09,16351.0,10568.0,330.0,19222.0,4494.0,71.0
2023-10-10,16811.0,11939.0,388.0,21002.0,5082.0,67.0
2023-10-11,17232.0,11611.0,354.0,21004.0,5297.0,84.0
2023-10-12,16645.0,10955.0,318.0,19732.0,5263.0,88.0
2023-10-13,16430.0,11369.0,260.0,19439.0,4977.0,68.0
2023-10-14,4396.0,6369.0,0.0,8993.0,0.0,84.0
2023-10-15,2733.0,4674.0,0.0,6635.0,0.0,12.0
2023-10-16,15484.0,9830.0,338.0,18415.0,5125.0,83.0
2023-10-17,17365.0,11255.0,378.0,20596.0,5139.0,105.0
2023-10-18,17130.0,11051.0,384.0,20557.0,5272.0,77.0
2023-10-19,16900.0,11259.0,308.0,19761.0,5074.0,102.0
2023-10-20,16409.0,11289.0,276.0,19301.0,4789.0,82.0
2023-10-21,4420.0,6739.0,0.0,8622.0,0.0,22.0
2023-10-22,2698.0,4627.0,0.0,6518.0,0.0,20.0
2023-10-23,15954.0,10448.0,331.0,18810.0,5266.0,65.0
2023-10-24,16885.0,10819.0,404.0,19566.0,5203.0,61.0
2023-10-25,16581.0,11075.0,363.0,19813.0,5140.0,60.0
2023-10-26,16819.0,10938.0,324.0,19802.0,5116.0,81.0
2023-10-27,16154.0,10881.0,235.0,18718.0,4686.0,85.0
2023-10-28,4339.0,6542.0,0.0,8932.0,0.0,22.0
2023-10-29,2704.0,4952.0,0.0,6408.0,0.0,23.0
2023-10-30,15786.0,9942.0,302.0,17728.0,5207.0,59.0
2023-10-31,16627.0,10852.0,325.0,19294.0,5172.0,56.0
2023-11-01,15949.0,10451.0,341.0,19032.0,5006.0,74.0
2023-11-02,16156.0,9339.0,278.0,18770.0,4909.0,73.0
2023-11-03,16077.0,10796.0,259.0,18509.0,4585.0,70.0
2023-11-04,4057.0,5780.0,0.0,8807.0,0.0,26.0
2023-11-05,2559.0,4430.0,0.0,6221.0,0.0,20.0
2023-11-06,15943.0,10252.0,336.0,18670.0,5186.0,61.0
2023-11-07,16539.0,10869.0,316.0,19710.0,5143.0,66.0
2023-11-08,16467.0,11024.0,362.0,19855.0,4996.0,76.0
2023-11-09,15411.0,10537.0,330.0,18351.0,4814.0,78.0
2023-11-10,16397.0,11100.0,1029.0,19102.0,4550.0,81.0
2023-11-11,4154.0,6325.0,0.0,8797.0,0.0,17.0
2023-11-12,2788.0,4381.0,0.0,6498.0,0.0,24.0
2023-11-13,3406.0,12088.0,50.0,5273.0,1124.0,22.0
2023-11-14,16134.0,10950.0,363.0,19270.0,4862.0,84.0
2023-11-15,16271.0,10494.0,362.0,19149.0,4833.0,65.0
2023-11-16,16244.0,10551.0,322.0,19043.0,4824.0,79.0
2023-11-17,15668.0,10600.0,252.0,18380.0,4572.0,67.0
2023-11-18,4319.0,6477.0,0.0,8941.0,0.0,31.0
2023-11-19,2852.0,4704.0,0.0,6737.0,0.0,20.0
2023-11-20,14682.0,9474.0,347.0,16823.0,4627.0,43.0
2023-11-21,15993.0,10937.0,357.0,18900.0,4914.0,92.0
2023-11-22,15962.0,10907.0,361.0,19041.0,4636.0,67.0
2023-11-23,15893.0,10650.0,317.0,18928.0,4526.0,77.0
2023-11-24,14997.0,10483.0,258.0,18507.0,4237.0,80.0
2023-11-25,4233.0,6813.0,0.0,8613.0,0.0,32.0
2023-11-26,2970.0,4847.0,0.0,7236.0,0.0,19.0
2023-11-27,15215.0,10129.0,380.0,17883.0,4383.0,67.0
2023-11-28,14519.0,9879.0,343.0,17483.0,4296.0,65.0
2023-11-29,12696.0,8960.0,327.0,15477.0,3405.0,54.0
2023-11-30,15365.0,10535.0,327.0,18023.0,3973.0,77.0
2023-12-01,14811.0,10733.0,253.0,17504.0,3629.0,73.0
2023-12-02,4082.0,6050.0,0.0,8568.0,0.0,24.0
2023-12-03,2808.0,4708.0,0.0,6475.0,0.0,21.0
2023-12-04,14820.0,10167.0,354.0,17748.0,3425.0,51.0
2023-12-05,15170.0,10810.0,362.0,18459.0,3042.0,66.0
2023-12-06,15000.0,10888.0,365.0,18112.0,2584.0,63.0
2023-12-07,15093.0,10909.0,320.0,17845.0,2524.0,88.0
2023-12-08,14296.0,10697.0,245.0,17018.0,1522.0,68.0
2023-12-09,4016.0,6021.0,0.0,7978.0,0.0,10.0
2023-12-10,2825.0,4910.0,0.0,6406.0,0.0,17.0
2023-12-11,13863.0,9607.0,347.0,16725.0,1032.0,50.0
2023-12-12,14886.0,10356.0,352.0,17925.0,1057.0,89.0
2023-12-13,14323.0,10425.0,337.0,17795.0,899.0,69.0
2023-12-14,14324.0,10223.0,304.0,17282.0,771.0,59.0
2023-12-15,13820.0,10948.0,210.0,16933.0,593.0,55.0
2023-12-16,4165.0,6135.0,0.0,8411.0,0.0,14.0
2023-12-17,2748.0,4329.0,0.0,6366.0,0.0,21.0
2023-12-18,11669.0,8395.0,308.0,14960.0,0.0,60.0
2023-12-19,11172.0,8393.0,285.0,14440.0,0.0,55.0
2023-12-20,10974.0,7946.0,265.0,14248.0,0.0,58.0
2023-12-21,11612.0,8381.0,245.0,14129.0,0.0,80.0
2023-12-22,10210.0,8151.0,103.0,12763.0,0.0,54.0
2023-12-23,3836.0,4871.0,0.0,6909.0,0.0,19.0
2023-12-24,2298.0,3487.0,0.0,4827.0,0.0,12.0
2023-12-25,315.0,1028.0,0.0,759.0,0.0,12.5
2023-12-26,2375.0,3845.0,0.0,5868.0,0.0,13.0
2023-12-27,5809.0,4327.0,28.0,7040.0,0.0,30.0
2023-12-28,6486.0,4876.0,21.0,7742.0,0.0,43.0
2023-12-29,6889.0,5020.0,22.0,7867.0,0.0,33.0
2023-12-30,3580.0,4356.0,0.0,6425.0,0.0,18.0
2023-12-31,2389.0,4620.0,0.0,5641.0,0.0,8.0
2024-01-01,1481.0,2740.0,0.0,3308.0,0.0,6.0
2024-01-02,8080.0,5927.0,182.0,10283.0,0.0,41.0
2024-01-03,9006.0,6499.0,196.0,11081.0,0.0,46.0
2024-01-04,8856.0,7678.0,175.0,10983.0,0.0,48.0
2024-01-05,9662.0,9746.0,146.0,11635.0,0.0,116.0
2024-01-06,3772.0,8419.0,0.0,6935.0,0.0,24.0
2024-01-07,2504.0,4610.0,0.0,5468.0,0.0,28.0
2024-01-08,9753.0,7324.0,248.0,12716.0,0.0,59.0
2024-01-09,11248.0,8832.0,317.0,14783.0,0.0,57.0
2024-01-10,11414.0,8630.0,293.0,14783.0,0.0,64.0
2024-01-11,11477.0,8637.0,262.0,14897.0,0.0,63.0
2024-01-12,11183.0,8741.0,215.0,14127.0,0.0,119.0
2024-01-13,3537.0,4717.0,0.0,6425.0,0.0,20.0
2024-01-14,2573.0,4084.0,0.0,5643.0,0.0,17.0
2024-01-15,11249.0,8376.0,332.0,14407.0,0.0,49.0
2024-01-16,11999.0,9403.0,363.0,15236.0,0.0,73.0
2024-01-17,11095.0,8629.0,320.0,14569.0,0.0,63.0
2024-01-18,12049.0,9418.0,302.0,15595.0,0.0,77.0
2024-01-19,11979.0,9532.0,259.0,15004.0,0.0,76.0
2024-01-20,4044.0,5834.0,0.0,7458.0,0.0,26.0
2024-01-21,2618.0,4153.0,0.0,5880.0,0.0,18.0
2024-01-22,12072.0,9019.0,333.0,15175.0,0.0,81.0
2024-01-23,12497.0,9542.0,356.0,15626.0,0.0,64.0
2024-01-24,12502.0,9667.0,331.0,15883.0,0.0,71.0
2024-01-25,12196.0,9485.0,273.0,16331.0,0.0,76.0
2024-01-26,2891.0,5593.0,0.0,7065.0,0.0,19.0
2024-01-27,4095.0,6110.0,0.0,8694.0,0.0,21.0
2024-01-28,2723.0,4251.0,0.0,5870.0,0.0,21.0
2024-01-29,13054.0,9140.0,311.0,15966.0,42.0,52.0
2024-01-30,14620.0,9978.0,369.0,17664.0,170.0,72.0
2024-01-31,16769.0,10269.0,368.0,18505.0,2300.0,71.0
2024-02-01,17873.0,10488.0,352.0,18306.0,4558.0,71.0
2024-02-02,16882.0,10194.0,310.0,17639.0,4474.0,77.0
2024-02-03,4324.0,5584.0,0.0,8276.0,0.0,19.0
2024-02-04,2783.0,4296.0,0.0,6135.0,0.0,22.0
2024-02-05,16684.0,9629.0,350.0,18049.0,4819.0,99.0
2024-02-06,18520.0,11127.0,379.0,20624.0,6550.0,77.0
2024-02-07,18667.0,11522.0,406.0,21230.0,6756.0,88.0
2024-02-08,19037.0,11559.0,351.0,20647.0,6343.0,123.0
2024-02-09,17712.0,11308.0,257.0,19452.0,6174.0,100.0
2024-02-10,4320.0,8460.0,0.0,8832.0,0.0,22.0
2024-02-11,2819.0,4822.0,0.0,6914.0,0.0,13.0
2024-02-12,17903.0,10604.0,389.0,19884.0,6207.0,89.0
2024-02-13,18918.0,11369.0,370.0,21562.0,6431.0,96.0
2024-02-14,19121.0,11890.0,418.0,22017.0,6312.0,134.0
2024-02-15,18944.0,11412.0,354.0,21118.0,6354.0,103.0
2024-02-16,17945.0,12473.0,262.0,20870.0,5612.0,108.0
2024-02-17,5362.0,10710.0,0.0,11523.0,0.0,26.0
2024-02-18,3263.0,6234.0,0.0,8031.0,0.0,19.0
2024-02-19,18342.0,11333.0,432.0,20730.0,5993.0,73.0
2024-02-20,19124.0,12459.0,391.0,22628.0,5916.0,110.0
2024-02-21,19158.0,11821.0,419.0,22058.0,6120.0,67.0
2024-02-22,18749.0,12163.0,385.0,21933.0,5793.0,94.0
2024-02-23,17296.0,11619.0,307.0,20097.0,5490.0,100.0
2024-02-24,4765.0,8846.0,0.0,9909.0,0.0,14.0
2024-02-25,2958.0,5864.0,0.0,7136.0,0.0,9.0
